first,A,A,A,A,gsc,gsc,gsc,gsc,ci,ci,ci,ci,Tl,Tl,Tl,Tl,Ta,Ta,Ta,Ta,dT,dT,dT,dT,Pa,Pa,Pa,Pa,Ca,Ca,Ca,Ca,VPD,VPD,VPD,VPD,A_farq
second,LTO,LT,AT,obs,LTO,LT,AT,obs,LTO,LT,AT,obs,LTO,LT,AT,obs,LTO,LT,AT,obs,LTO,LT,AT,obs,LTO,LT,AT,obs,LTO,LT,AT,obs,LTO,LT,AT,obs,mod
9,1.8583642311246506e-05,1.8361041191336155e-05,,19.185725971370132,0.1375459912987936,0.13145564069184013,,0.16982550410180405,23.004795578191214,22.54974593035127,,25.88416304549626,34.56839549193592,34.635912742573794,,33.9,35,35,35,35,-0.43160450806408335,-0.3640872574262062,,-1.1000000000000014,,,,101325.0,,,,37.331169749999994,,,,2060.5475707508667,19.47242076322907
10,1.6780379894990132e-05,1.611777396732128e-05,,15.584662576687135,0.11458615991639934,0.10392549500080134,,0.13340137746505812,22.90678839403656,22.05375856747872,,26.491892438708025,38.8639208125697,39.04779797242296,,38.6,40,40,40,40,-1.1360791874302976,-0.9522020275770373,,-1.3999999999999986,,,,101325.0,,,,38.329221,,,,3409.631229079946,17.716652560094026
11,1.243974286034144e-05,9.188818195990995e-06,,9.220245398772999,0.1031180754295854,0.0662114074679083,,0.09643137108344624,26.65786569958781,24.93437621297246,,29.633045059740216,43.01815971466055,43.980526517425346,,42.9,45,45,45,45,-1.9818402853394517,-1.0194734825746536,,-2.1000000000000014,,,,101325.0,,,,39.32119275,,,,5175.466445803328,12.396137305880584
12,3.636794800691974e-06,4.0404356991374774e-07,,3.111492842535802,0.12347680779867864,0.013441092833694894,,0.12312982192252653,37.51026844944454,37.56487112881288,,38.06476090457591,47.03870696962735,50.758054848788724,,46.6,50,50,50,50,-2.9612930303726515,0.7580548487887242,,-3.3999999999999986,,,,101325.0,,,,40.6252455,,,,6351.2457765992385,4.48694358630893
13,2.2526465277296413e-07,1.3379825858988235e-08,,0.37533742331288217,0.10913217211022243,0.0023245691654570464,,0.13427626290341263,41.35020230992055,40.983870477042466,,41.28433801135685,51.832083754818505,56.31737249378542,,49.9,55,55,55,55,-3.1679162451814946,1.3173724937854203,,-5.100000000000001,,,,101325.0,,,,41.567568,,,,7729.215251136648,0.7421753966684579
14,1.3680509211452436e-05,1.3676919165333892e-05,,12.288220858895722,0.2124620765495829,0.2116784169861264,,0.04367264110190412,34.214451324289925,34.192132803776076,,12.674628634533686,20.967636954963766,20.97028479774583,,20.8,20,20,20,20,0.9676369549637656,0.9702847977458298,,0.8000000000000007,,,,101325.0,,,,41.1845595,,,,431.8735471899988,9.096622579800496
15,1.3882949033642334e-05,1.3837940055936529e-05,,14.213865030674844,0.21363629737513093,0.20686423500433349,,0.22375789274175342,33.73367208064464,33.54165429427079,,34.34173642866674,25.673055596958825,25.69959860676914,,25.5,25,25,25,25,0.6730555969588252,0.6995986067691398,,0.5,,,,101325.0,,,,40.778246249999995,,,,582.6068727027293,13.943191799210066
16,1.3404488085446758e-05,1.3274097738362936e-05,,14.899263803680974,0.18305740201016318,0.17224284735832016,,0.31247101956473605,33.037711205800825,32.65295821403069,,36.07757015421369,30.235268013227948,30.29950997072477,,29.8,30,30,30,30,0.2352680132279481,0.29950997072477037,,-0.1999999999999993,,,,101325.0,,,,40.908955500000005,,,,1015.3137885141903,14.241734073919597
17,1.2106415858798266e-05,1.1817317340687147e-05,,14.458650306748487,0.14012474432884167,0.12776708445657617,,0.1856918388180893,32.21834103330306,31.610800950408958,,33.49767191097067,34.60862436399242,34.74175096301979,,33.8,35,35,35,35,-0.39137563600758085,-0.2582490369802102,,-1.2000000000000028,,,,101325.0,,,,41.3872095,,,,1980.5443659084317,12.957605215882259
18,1.0160539641446559e-05,9.575148652608481e-06,,12.881145194274033,0.1141435283140661,0.0974760703507672,,0.1579079977024237,32.277512390215485,31.36414802041381,,33.385195778463796,39.024917574303586,39.302536180044925,,38.4,40,40,40,40,-0.9750824256964137,-0.6974638199550753,,-1.6000000000000014,,,,101325.0,,,,41.650654499999995,,,,3188.4816903819246,11.26619371355665
19,7.059695355869284e-06,4.701999894653788e-06,,9.377995910020456,0.10663248367774128,0.05880929154926036,,0.11417425852542344,35.26924037522127,33.95964866805906,,33.90460468434617,43.0642402818858,44.290573188645304,,42.9,45,45,45,45,-1.9357597181141983,-0.709426811354696,,-2.1000000000000014,,,,101325.0,,,,42.22719375,,,,4976.820726699206,7.368120645096393
20,1.8639060935542347e-06,1.7967970297066303e-07,,3.6282617586911843,0.1276165345074985,0.012074780201952495,,0.12729398974499254,41.628744046319355,41.66136755245385,,40.28752834449356,47.04247226302789,50.84944512429464,,46.4,50,50,50,50,-2.9575277369721107,0.8494451242946397,,-3.6000000000000014,,,,101325.0,,,,43.17559575,,,,6209.733417174274,2.564382344041007
21,1.197916119720526e-07,5.104422040567942e-09,,0.09791411042945156,0.10382868069286065,0.002010682367584608,,0.11730627526796462,43.43834528116805,43.302202449290775,,43.475042764193226,51.58165860650561,56.32864507069136,,50.8,55,55,55,55,-3.418341393494387,1.3286450706913584,,-4.200000000000003,,,,101325.0,,,,43.559617499999995,,,,8489.150298453113,0.19870808826234232
22,1.692410326481707e-05,1.696219210352312e-05,,11.642462686567125,0.15111544038345096,0.156540251620376,,-0.05230975330454282,27.03180349155535,27.39916137896542,,61.482766038560015,21.042838707914648,21.017594993093766,,21.1,20,20,20,20,1.0428387079146475,1.0175949930937662,,1.1000000000000014,,,,101325.0,,,,38.9310915,,,,570.8415772958036,-1.7487458147389497e-34
23,1.821106220530853e-05,1.8233823650443757e-05,,15.304925373134287,0.15196699745507788,0.15391963979038545,,0.16785669318684263,25.755631564546345,25.89393266412369,,29.26280964936251,25.693517728247762,25.682067868147247,,25.9,25,25,25,25,0.6935177282477625,0.6820678681472465,,0.8999999999999986,,,,101325.0,,,,38.5014735,,,,822.4558162160448,18.451722061388924
24,1.855217008428613e-05,1.8494836174585457e-05,,16.079104477611985,0.13044749309631748,0.12835865257440998,,0.13781132829590198,23.35046767561071,23.163151369297868,,26.56389233759509,29.99462125885613,30.016500770559965,,30.3,30,30,30,30,-0.005378741143868382,0.016500770559964906,,0.3000000000000007,,,,101325.0,,,,38.385963,,,,1687.1191702768285,18.777953772246942
25,1.8075348122767557e-05,1.781418573147593e-05,,14.332238805970148,0.11615196363157848,0.11094579198721614,,0.12669616709047363,22.146804393870646,21.65434538725138,,27.071718885094462,34.261491429340836,34.343291881429494,,34.8,35,35,35,35,-0.7385085706591639,-0.6567081185705064,,-0.20000000000000284,,,,101325.0,,,,38.5338975,,,,2798.21706892095,18.464922451241645
26,1.556078717453493e-05,1.4850488297741908e-05,,11.314925373134306,0.08889625247273059,0.08133853342400708,,0.04076216131153885,20.529493866926963,19.79104256962775,,10.681272253525671,38.27195975396222,38.48939618961059,,40.6,40,40,40,40,-1.7280402460377786,-1.5106038103894122,,0.6000000000000014,,,,101325.0,,,,38.807475000000004,,,,5222.697528597587,9.065722597043981
27,1.2064034199895684e-05,9.319737811749083e-06,,8.218208955223853,0.08239520394363928,0.05822246905246123,,0.06089664016145744,23.849169763214988,22.562676281949233,,25.43729621778372,42.645797274971486,43.54369152314284,,44.7,45,45,45,45,-2.3542027250285145,-1.45630847685716,,-0.29999999999999716,,,,101325.0,,,,39.11145,,,,6880.6010326895275,7.629555714886051
28,4.164630564742358e-06,4.119031790044284e-07,,3.017313432835841,0.10799273180297575,0.012640511422266758,,0.12662257723189874,35.53769013050321,36.27820340888954,,37.180277587904094,46.698068354025516,50.67883080512338,,47.3,50,50,50,50,-3.3019316459744843,0.6788308051233827,,-2.700000000000003,,,,101325.0,,,,39.594770249999996,,,,7523.204774406367,3.1341891728038798
29,2.658396548798017e-07,1.2972729048984125e-08,,0.9627611940298779,0.09957004587188396,0.002190854114253309,,0.16663602785400636,39.69147800171141,39.37124923067674,,39.38628096296219,51.51275611028136,56.306456033677904,,50.5,55,55,55,55,-3.4872438897186413,1.3064560336779039,,-4.5,,,,101325.0,,,,39.97169925,,,,8821.512089305412,0.4996036936662792
30,1.3362985276490182e-05,1.329809790814058e-05,,11.960074626865683,0.1899818032477573,0.1828680530312693,,0.16741953954562913,31.05219272687907,30.813048057313825,,31.383620584883868,25.50086039879705,25.537976843597868,,25.8,25,25,25,25,0.5008603987970517,0.5379768435978676,,0.8000000000000007,,,,101325.0,,,,38.62205025,,,,806.8461308662527,13.130554471857392
31,1.2451671954272548e-05,1.22614547520066e-05,,11.771492537313446,0.14440432224141503,0.1349628226232856,,0.1321694678994781,29.43202218668624,28.970028749588963,,29.564240727801458,29.818910005251,29.915157625619294,,30.4,30,30,30,30,-0.18108999474900145,-0.08484237438070608,,0.3999999999999986,,,,101325.0,,,,38.588612999999995,,,,1724.7112267507657,12.132803333723206
32,1.1071192555666136e-05,1.0713613758289664e-05,,10.669776119402984,0.11811018985467288,0.10700750268185136,,0.1179432981720538,28.803811598456836,28.169192199385243,,29.51442199788108,34.20407099272725,34.381162429964625,,34.8,35,35,35,35,-0.795929007272747,-0.6188375700353745,,-0.20000000000000284,,,,101325.0,,,,38.68081875,,,,2833.705923612352,10.919386508809302
33,8.87626387403421e-06,8.24618152731852e-06,,7.702089552238797,0.08593302420207517,0.07386650683535712,,0.0482251960164917,28.133706622679657,27.31023639163967,,22.726092860484886,38.411199457358634,38.764161878271054,,40.5,40,40,40,40,-1.5888005426413656,-1.2358381217289462,,0.5,,,,101325.0,,,,38.90879999999999,,,,5125.542934098723,6.211254281586539
34,6.518901327530636e-06,4.43529699308047e-06,,5.776567164179097,0.0917255928872751,0.05417900026796902,,0.09409873004601058,31.65244386880029,30.632405454291415,,32.863916189980344,42.788228025103265,44.01663371020077,,43.6,45,45,45,45,-2.2117719748967346,-0.9833662897992284,,-1.3999999999999986,,,,101325.0,,,,39.08409225,,,,6066.962850848714,5.676456690264865
35,2.0914440229881823e-06,1.663087128039181e-07,,1.746865671641782,0.10661166077327376,0.011152145650264234,,0.11843372017404794,37.423499207425635,37.96934874561329,,37.9918358714673,46.57534885507602,50.75131561566505,,47.7,50,50,50,50,-3.4246511449239776,0.7513156156650496,,-2.299999999999997,,,,101325.0,,,,39.4863525,,,,7812.900555457095,1.165157732161533
